"name","country","operator","users","purpose","perigee","apogee","launch_mass","date_of_launch","expected_lifetime",
"Dove 4v-7 (0 Flock 4v-7 227B)","USA","Planet Labs, Inc.","Commercial","Earth Observation",533,535,4,2020-09-02,3.000000,
"Dove 4v-8 (0 Flock 4v-8 2416)","USA","Planet Labs, Inc.","Commercial","Earth Observation",533,535,4,2020-09-02,3.000000,
"Dove 4v-9 (0 Flock 4v-9 2419)","USA","Planet Labs, Inc.","Commercial","Earth Observation",533,535,4,2020-09-02,3.000000,
"Dove 4x-1 (0 Flock 4x-1 2473)","USA","Planet Labs, Inc.","Commercial","Earth Observation",518,535,6,2022-01-13,3.000000,
"Dove 4x-10 (0 Flock 4x-10 249a)","USA","Planet Labs, Inc.","Commercial","Earth Observation",520,535,6,2022-01-13,3.000000,
"Dove 4x-11 (0 Flock 4x-11 249b)","USA","Planet Labs, Inc.","Commercial","Earth Observation",524,535,6,2022-01-13,3.000000,
"Dove 4x-12 (0 Flock 4x-12 2498)","USA","Planet Labs, Inc.","Commercial","Earth Observation",518,535,6,2022-01-13,3.000000,
"Dove 4x-13 (0 Flock 4x-13 249c)","USA","Planet Labs, Inc.","Commercial","Earth Observation",517,535,6,2022-01-13,3.000000,
"Dove 4x-14 (0 Flock 4x-14 2489)","USA","Planet Labs, Inc.","Commercial","Earth Observation",522,535,6,2022-01-13,3.000000,
"Dove 4x-15 (0 Flock 4x-15 2492)","USA","Planet Labs, Inc.","Commercial","Earth Observation",518,535,6,2022-01-13,3.000000,
"Dove 4x-16 (0 Flock 4x-16 2484)","USA","Planet Labs, Inc.","Commercial","Earth Observation",518,535,6,2022-01-13,3.000000,
"Dove 4x-17 (0 Flock 4x-17 247a)","USA","Planet Labs, Inc.","Commercial","Earth Observation",524,535,6,2022-01-13,3.000000,
"Dove 4x-18 (0 Flock 4x-18 249d)","USA","Planet Labs, Inc.","Commercial","Earth Observation",518,535,6,2022-01-13,3.000000,
"Dove 4x-19 (0 Flock 4x-19 247e)","USA","Planet Labs, Inc.","Commercial","Earth Observation",523,535,6,2022-01-13,3.000000,
"Dove 4x-2 (0 Flock 4x-2 2477)","USA","Planet Labs, Inc.","Commercial","Earth Observation",520,535,6,2022-01-13,3.000000,
"Dove 4x-20 (0 Flock 4x-20 2495)","USA","Planet Labs, Inc.","Commercial","Earth Observation",520,535,6,2022-01-13,3.000000,
"Dove 4x-21 (0 Flock 4x-21 2485)","USA","Planet Labs, Inc.","Commercial","Earth Observation",523,535,6,2022-01-13,3.000000,
"Dove 4x-22 (0 Flock 4x-22 2479)","USA","Planet Labs, Inc.","Commercial","Earth Observation",519,535,6,2022-01-13,3.000000,
"Dove 4x-23 (0 Flock 4x-23 24a2)","USA","Planet Labs, Inc.","Commercial","Earth Observation",518,535,6,2022-01-13,3.000000,
"Dove 4x-24 (0 Flock 4x-24 248b)","USA","Planet Labs, Inc.","Commercial","Earth Observation",524,535,6,2022-01-13,3.000000,
"Dove 4x-25 (0 Flock 4x-25 24a3)","USA","Planet Labs, Inc.","Commercial","Earth Observation",518,535,6,2022-01-13,3.000000,
"Dove 4x-26 (0 Flock 4x-26 2490)","USA","Planet Labs, Inc.","Commercial","Earth Observation",518,535,6,2022-01-13,3.000000,
"Dove 4x-27 (0 Flock 4x-27 2474)","USA","Planet Labs, Inc.","Commercial","Earth Observation",518,535,6,2022-01-13,3.000000,
"Dove 4x-28 (0 Flock 4x-28 24a5)","USA","Planet Labs, Inc.","Commercial","Earth Observation",523,535,6,2022-01-13,3.000000,
"Dove 4x-29 (0 Flock 4x-29 247f)","USA","Planet Labs, Inc.","Commercial","Earth Observation",518,535,6,2022-01-13,3.000000,
"Dove 4x-3 (0 Flock 4x-3 2482)","USA","Planet Labs, Inc.","Commercial","Earth Observation",518,535,6,2022-01-13,3.000000,
"Dove 4x-30 (0 Flock 4x-30 24a4)","USA","Planet Labs, Inc.","Commercial","Earth Observation",519,535,6,2022-01-13,3.000000,
"Dove 4x-31 (0 Flock 4x-31 2499)","USA","Planet Labs, Inc.","Commercial","Earth Observation",524,535,6,2022-01-13,3.000000,
"Dove 4x-32 (0 Flock 4x-32 249e)","USA","Planet Labs, Inc.","Commercial","Earth Observation",518,535,6,2022-01-13,3.000000,
"Dove 4x-33 (0 Flock 4x-33 2496)","USA","Planet Labs, Inc.","Commercial","Earth Observation",524,535,6,2022-01-13,3.000000,
"Dove 4x-34 (0 Flock 4x-34 247d)","USA","Planet Labs, Inc.","Commercial","Earth Observation",523,535,6,2022-01-13,3.000000,
"Dove 4x-35 (0 Flock 4x-35 2461)","USA","Planet Labs, Inc.","Commercial","Earth Observation",523,535,6,2022-01-13,3.000000,
"Dove 4x-36 (0 Flock 4x-36 2446)","USA","Planet Labs, Inc.","Commercial","Earth Observation",522,535,6,2022-01-13,3.000000,
"Dove 4x-37 (0 Flock 4x-37 2481)","USA","Planet Labs, Inc.","Commercial","Earth Observation",519,535,6,2022-01-13,3.000000,
"Dove 4x-38 (0 Flock 4x-38 248f)","USA","Planet Labs, Inc.","Commercial","Earth Observation",518,535,6,2022-01-13,3.000000,
"Dove 4x-39 (0 Flock 4x-39 2475)","USA","Planet Labs, Inc.","Commercial","Earth Observation",518,535,6,2022-01-13,3.000000,
"Dove 4x-4 (0 Flock 4x-4 2483)","USA","Planet Labs, Inc.","Commercial","Earth Observation",523,535,6,2022-01-13,3.000000,
"Dove 4x-40 (0 Flock 4x-40 248e)","USA","Planet Labs, Inc.","Commercial","Earth Observation",524,535,6,2022-01-13,3.000000,
"Dove 4x-41 (0 Flock 4x-41 2488)","USA","Planet Labs, Inc.","Commercial","Earth Observation",519,535,6,2022-01-13,3.000000,
"Dove 4x-42 (0 Flock 4x-42 2480)","USA","Planet Labs, Inc.","Commercial","Earth Observation",518,535,6,2022-01-13,3.000000,
"Dove 4x-43 (0 Flock 4x-43 2486)","USA","Planet Labs, Inc.","Commercial","Earth Observation",518,535,6,2022-01-13,3.000000,
"Dove 4x-44 (0 Flock 4x-44 247b)","USA","Planet Labs, Inc.","Commercial","Earth Observation",520,535,6,2022-01-13,3.000000,
"Dove 4x-5 (0 Flock 4x-5 247c)","USA","Planet Labs, Inc.","Commercial","Earth Observation",518,535,6,2022-01-13,3.000000,
"Dove 4x-6 (0 Flock 4x-6 2470)","USA","Planet Labs, Inc.","Commercial","Earth Observation",524,535,6,2022-01-13,3.000000,
"Dove 4x-7 (0 Flock 4x-7 2478)","USA","Planet Labs, Inc.","Commercial","Earth Observation",523,535,6,2022-01-13,3.000000,
"Dove 4x-8 (0 Flock 4x-8 2438)","USA","Planet Labs, Inc.","Commercial","Earth Observation",520,535,6,2022-01-13,3.000000,
"Dove 4x-9 (0 Flock 4x-9 248c)","USA","Planet Labs, Inc.","Commercial","Earth Observation",523,535,6,2022-01-13,3.000000,
"DQ-1 (Daqi-1, Daqi Huanjing Jiance Weixing DQ-1)","China","China National Space Administration","Government","Earth Science",680,680,2600,2022-04-15,-1.000000,
"DRUMS (Debris Removal Unprecedented Micro-Satellite)","Japan","Kawasaki Heavy Industries","Commercial","Technology Demonstration",549,572,62,2021-11-08,-1.000000,
"DSCS III-A3 (USA 167, DSCS III-A3) (Defense Satellite Communications System)","USA","US Air Force","Military","Communications",35771,35802,1156,2003-03-11,10.000000,
"DSCS III-B6 (USA 170, DSCS III B-6) (Defense Satellite Communications System)","USA","US Air Force","Military","Communications",35760,35814,1156,2003-08-29,10.000000,
"DSCS III-F10 (USA 135, DSCS III B-13) (Defense Satellite Communications System)","USA","US Air Force","Military","Communications",35757,35817,1156,1997-10-24,10.000000,
"DSCS III-F11 (USA 148, DSCS III B-8) (Defense Satellite Communications System)","USA","US Air Force","Military","Communications",35706,35868,1156,2000-01-01,10.000000,
"DSCS III-F12 (USA 153, DSCS III B-11) (Defense Satellite Communications System)","USA","US Air Force","Military","Communications",35774,35799,1156,2000-10-20,10.000000,
"DSCS III-F9 (USA 113, DSCS III B-7) (Defense Satellite Communications System)","USA","US Air Force","Military","Communications",35784,35784,1156,1995-07-31,10.000000,
"DSP 20 (USA 149) (Defense Support Program)","USA","US Air Force","Military","Earth Observation",35897,35909,2380,2000-05-18,9.000000,
"DSP 21 (USA 159) (Defense Support Program)","USA","US Air Force","Military","Earth Observation",35765,35810,2380,2001-08-06,9.000000,
"DSP 22 (USA 176) (Defense Support Program)","USA","US Air Force","Military","Earth Observation",35741,35832,2380,2004-02-14,9.000000,
"D-Star ONE Sparrow","Germany","German Orbital Systems","Commercial","Technology Development",571,588,4,2018-12-27,-1.000000,
"DSX (Demonstration and Science Experiments)","USA","Air Force Research Laboratory","Military","Technology Development",6004,12034,600,2019-06-25,1.000000,
"DubaiSat-2","United Arab Emirates","Emirates Institution for Advanced Science & Technology (EIAST)","Government","Earth Observation",585,603,300,2013-11-21,5.000000,
"Duogongneng Shiyan Weixing","China","Academy of Military Science","Military","Technology Development",484,504,-1,2020-08-23,-1.000000,
"Eagle-1 (AMC-3, Americom 3, GE-3)","USA","Global Eagle Entertainment","Commercial","Communications",35777,35795,2845,1997-09-04,15.000000,
"Eaglet-1","Italy","OHB Italia","Commercial","Earth Observation",573,591,4,2018-12-03,-1.000000,
"Echostar 10","USA","Echostar Satellite Services, LLC","Commercial","Communications",35780,35792,4333,2006-02-15,15.000000,
"Echostar 11","USA","Echostar Satellite Services, LLC","Commercial","Communications",35778,35793,5500,2008-07-16,15.000000,
"Echostar 14","USA","Echostar Satellite Services, LLC","Commercial","Communications",35785,35789,6384,2010-03-20,15.000000,
"Echostar 15","USA","Echostar Satellite Services, LLC","Commercial","Communications",35789,35803,5521,2010-07-10,15.000000,
"Echostar 16","USA","Echostar Satellite Services, LLC","Commercial","Communications",35776,35796,6658,2012-11-20,15.000000,
"Echostar 17","USA","Echostar Satellite Services, LLC","Commercial","Communications",35781,35794,6100,2012-07-05,15.000000,
"Echostar 18","USA","Echostar Satellite Services, LLC","Commercial","Communications",35692,35788,6300,2016-06-19,15.000000,
"Echostar 19","USA","HughesNet leased from Echostar Technologies, LLC","Commercial","Communications",35771,35796,6764,2016-12-18,15.000000,
"Echostar 21 (TerreStar 2)","USA","Echostar Satellite Services, LLC","Commercial","Communications",35773,35799,6900,2017-06-07,15.000000,
"Echostar 23","USA","Echostar Satellite Services, LLC","Commercial","Communications",35786,35803,5600,2017-03-16,15.000000,
"Echostar 7","USA","Echostar Satellite Services, LLC","Commercial","Communications",35782,35789,4027,2002-02-21,12.000000,
"Echostar 9/Galaxy 23 (G-23, Intelsat 1A-13, Telstar 13)","USA","Echostar Satellite Services, LLC/Intelsat","Commercial","Communications",35775,35797,4000,2003-08-08,13.000000,
"Echostar G1 (ICO G1, DBSD G1)","USA","Echostar Satellite Services, LLC","Commercial","Communications",35773,35799,6600,2008-04-14,15.000000,
"Ecuador-UTE","Ecuador","Equator Technological University","Civil","Technology Development",501,562,4,2019-07-05,-1.000000,
"EDRS-C (European Data Relay System-C)","ESA","Airbus","Commercial","Communications",35782,35790,3186,2019-08-06,-1.000000,
"EgyptSat-A","Egypt","National Authority for Remote Sensing and Space Science (NARSS)","Government","Earth Observation",652,657,2200,2019-02-21,11.000000,
"EKS-1 (Integrated Space System, Cosmos 2510, Tundra 11L)","Russia","Ministry of Defense","Military","Earth Observation",1606,38662,-1,2015-11-17,-1.000000,
"EKS-2 (Integrated Space System, Cosmos 2518, Tundra 12L)","Russia","Ministry of Defense","Military","Earth Observation",1650,38511,-1,2017-05-25,-1.000000,
"EKS-3 (Integrated Space System, Cosmos 2541, Tundra 13L)","Russia","Ministry of Defense","Military","Earth Observation",1615,38737,-1,2019-09-26,-1.000000,
"EKS-4 (Integrated Space System, Cosmos 2546, Tundra 14L)","Russia","Ministry of Defense","Military","Earth Observation",1659,38503,-1,2020-05-22,-1.000000,
"EKS-5 (Integrated Space System, Cosmos 2552, Tunda 15L)","Russia","Ministry of Defense","Military","Earth Observation",1664,38596,2000,2021-11-25,-1.000000,
"El Camino Real (Momentus X1)","USA","Momentus","Commercial","Technology Development",515,543,20,2019-07-05,-1.000000,
"Electro-L1 (GOMS 2 [Geostationary Operational Meteorological Satellite 2])","Russia","Roshydromet - Planeta","Government","Earth Observation",35323,35750,1766,2011-01-20,10.000000,
"Electro-L2","Russia","Roshydromet - Planeta","Government","Earth Observation",35694,35815,1800,2015-12-11,10.000000,
"Electro-L3","Russia","Roshydromet - Planeta","Government","Earth Observation",35372,35572,2094,2019-12-24,10.000000,
"ELFIN-A","USA","University of California","Commercial/Civil","Space Science",443,469,4,2018-09-15,-1.000000,
"ELFIN-Star","USA","University of California","Commercial/Civil","Space Science",449,465,4,2018-09-15,-1.000000,
"ELISA-E12 (ELectronic Intelligence by SAtellite)","France","DGA (Arms Procurement Agency)/Centre National d'Etudes Spatiales (CNES)","Military","Earth Observation",675,692,120,2011-12-17,-1.000000,
"ELISA-E24 (ELectronic Intelligence by SAtellite)","France","DGA (Arms Procurement Agency)/Centre National d'Etudes Spatiales (CNES)","Military","Earth Observation",675,692,120,2011-12-17,-1.000000,
"ELISA-W11 (ELectronic Intelligence by SAtellite)","France","DGA (Arms Procurement Agency)/Centre National d'Etudes Spatiales (CNES)","Military","Earth Observation",677,692,120,2011-12-17,-1.000000,
"ELISA-W23 (ELectronic Intelligence by SAtellite)","France","DGA (Arms Procurement Agency)/Centre National d'Etudes Spatiales (CNES)","Military","Earth Observation",677,692,120,2011-12-17,-1.000000,
"ELSA-d (End-of-Life Service by Astroscale) (demonstration)","Singapore","Astroscale","Commercial","Technology Development",534,557,175,2021-03-22,-1.000000,
"EMISat (Electromagnetic Intelligence-gathering Satellite)","India","Defence Research and Development Organization","Military","Earth Observation",735,759,436,2019-04-01,-1.000000,
"EMKA-3 (Eksperementalny Maly Kosmichesky Apparat-3, Cosmos 2555)","Russia","Unknown","Military","Earth Observation",278,293,520,2022-04-29,-1.000000,
"EnMAP (Environmental Mapping and Analysis Program)","Germany","German Aerospace Center (DLR)","Government","Earth Observation",638,651,980,2022-04-01,-1.000000,
"EOS-1 (Earth Observing Satellite 1, RISAT 2BR2)","India","Ministry of Defense","Military","Earth Observation",567,577,630,2020-11-07,-1.000000,
"EOS-4 (Earth Observing Satellite 1A, RISAT 1A)","India","Indian Space Research Organization (ISRO)","Government","Earth Observation",521,535,1710,2022-02-14,10.000000,
"EOS-AM Terra","USA/Canada/Japan","Earth Sciences Enterprise (NASA)","Government","Earth Observation",702,703,4854,1999-12-18,6.000000,
"EOS-CHEM Aura","USA","Goddard Space Flight Center/EOS Data and Operations System","Government","Earth Observation",702,703,2967,2004-07-15,5.000000,
"EOS-PM Aqua (Advanced Microwave Scanning Radiometer for EOS, EOS PM-1)","USA/Japan/Brazil","National Aeronautics and Space Administration (NASA) - Earth Science Enterprise/Japan Meteorological Agency/Brazilian Space Agency","Government","Earth Observation",701,704,2934,2002-05-04,6.000000,
"ERA-1 (Cosmos 2548)","Russia","Defense Ministry","Military","Technology Development",1483,1506,3,2020-12-03,-1.000000,
"ERG (Exploration of Energization and Radiation in Geospace, Arase)","Japan","Japan Aerospace Exploration Agency (JAXA)","Government","Space Science",460,33200,350,2016-12-20,1.000000,
"EROS B1 (Earth Resources Observation Satellite)","Israel","ImageSat International, NV/Ministry of Defense","Military/Commercial","Earth Observation",508,514,350,2006-04-25,10.000000,
"ESAIL Maritime Microsatellite","ESA","ESA/European Maritime Safety Agency","Government","Earth Observation",520,531,112,2020-09-02,-1.000000,
"ESEO (European Student Earth Orbiter)","ESA","European University Network","Civil","Earth Observation/Earth Science",572,588,45,2018-12-03,-1.000000,
"Es'hail-1","Multinational","EUTELSAT S.A./Es'hailSat","Commercial","Communications",35725,35767,-1,2013-08-29,15.000000,
"Es'hail-2","Qatar","Es’hailSat","Military/Commercial","Communications",35788,35798,5300,2018-11-15,15.000000,
"ESPASat (USA 286)","USA","Air Force Research Laboratory","Military","Technology Development",35244,35306,-1,2018-04-22,-1.000000,
"ETRSS-1","Ethiopia","Ethiopian Space Science and Technology Institute","Government","Earth Observation",615,634,70,2019-12-20,-1.000000,
"ET-SMART-RSS (Zhixing-1A)","Ethiopia","Ethiopian Space Science and Technology Institute","Government","Earth Observation",503,513,9,2020-12-22,-1.000000,
"Eu:CROPIS (Euglena and Combined Regenerative Organic-Food Production in Space)","Germany","German Aerospace Center (DLR)","Government","Technology Development",572,591,230,2018-12-03,-1.000000,
"Eutelsat 10A (Eutelsat W-2A)","Multinational","EUTELSAT S.A.","Commercial","Communications",35781,35822,5900,2009-04-03,15.000000,
"Eutelsat 113 West A (Satmex 6)","Multinational","EUTELSAT Americas","Commercial","Communications",35776,35796,5456,2006-05-27,15.000000,
"Eutelsat 115 West B","Multinational","EUTELSAT S.A.","Commercial","Communications",35789,35789,-1,2015-03-02,15.000000,
"Eutelsat 117 West A (Eutelsat 8 West C, Satmex 8)","Multinational","EUTELSAT Americas","Commercial","Communications",35779,35795,5474,2013-03-26,15.000000,
"Eutelsat 117 West B (Satmex 9)","Multinational","EUTELSAT Americas","Commercial","Communications",35779,35795,5500,2016-06-15,15.000000,
"Eutelsat 133 West A (Eutelsat 33C, Eutelsat 28A, Eurobird 1, Eurosat 1)","Multinational","EUTELSAT S.A.","Commercial","Communications",35788,35794,2950,2001-03-08,12.000000,
"Eutelsat 139 West A (Eutelsat 139W)","Multinational","EUTELSAT S.A.","Commercial","Communications",35769,35802,4300,2004-03-15,15.000000,
"Eutelsat 16A (Eutelsat W3C)","Multinational","EUTELSAT S.A.","Commercial","Communications",35779,35795,5400,2011-10-07,-1.000000,
"Eutelsat 172B","Multinational","EUTELSAT S.A.","Commercial","Communications",35772,35816,3600,2017-06-01,15.000000,
"Eutelsat 174A (GE-23, AMC-23, Worldsat 3, Americom 23)","Multinational","EUTELSAT S.A.","Commercial","Communications",35772,35799,5000,2005-12-29,16.000000,
"Eutelsat 21B (Eutelsat 48B, Eutelsat W-6A)","Multinational","EUTELSAT S.A.","Commercial","Communications",35777,35797,5102,2012-11-10,15.000000,
"Eutelsat 33E (Hot Bird 13D, Eutelsat 3C, Hot Bird 10, Atlantic Bird 4A)","Multinational","EUTELSAT S.A.","Commercial","Communications",35766,35806,4892,2009-02-11,15.000000,
"Eutelsat 36A (Eutelsat 48E, Eutelsat W-4)","Multinational","EUTELSAT S.A.","Commercial","Communications",35766,35806,3190,2000-05-24,12.000000,
"Eutelsat 36B (Eutelsat W-7)","Multinational","EUTELSAT S.A.","Commercial","Communications",35786,35787,5600,2009-11-24,15.000000,
"Eutelsat 3B","Multinational","EUTELSAT S.A.","Commercial","Communications",35782,35791,5967,2014-05-26,15.000000,
"Eutelsat 5 West A (Atlantic Bird 3, Stellat 5)","Multinational","EUTELSAT S.A.","Commercial","Communications",35769,35805,4050,2002-07-05,15.000000,
"Eutelsat 5 West B","Multinational","EUTELSAT S.A.","Commercial","Communications",35783,35787,2864,2019-10-09,15.000000,
"Eutelsat 65 West A","Multinational","EUTELSAT S.A.","Commercial","Communications",35776,35796,6654,2016-03-09,15.000000,
"Eutelsat 7 West A (Atlantic Bird 7)","Multinational","EUTELSAT S.A./Nilesat","Commercial","Communications",35774,35799,4600,2011-09-24,15.000000,
"Eutelsat 70B (Eutelsat W5A)","Multinational","EUTELSAT S.A.","Commercial","Communications",35780,35800,5250,2012-12-03,15.000000,
"Eutelsat 7B","Multinational","EUTELSAT S.A.","Commercial","Communications",35784,35794,5404,2013-05-14,15.000000,
"Eutelsat 7C","Multinational","EUTELSAT S.A.","Commercial","Communications",35678,35702,3400,2019-06-20,15.000000,
"Eutelsat 8 West B","Multinational","EUTELSAT S.A./Nilesat","Commercial","Communications",35773,35814,5800,2015-08-20,15.000000,
"Eutelsat 9B (Hot Bird 13E)","Multinational","EUTELSAT S.A.","Commercial","Communications",35780,35792,5200,2016-01-29,15.000000,
"Eutelsat Hot Bird 13B (Hot Bird 8)","Multinational","EUTELSAT S.A.","Commercial","Communications",35759,35812,4900,2006-08-04,15.000000,
"Eutelsat Hot Bird 13C (Hot Bird 9)","Multinational","EUTELSAT S.A.","Commercial","Communications",35786,35787,4880,2008-12-20,15.000000,
"Eutelsat Hot Bird 13E (Eutelsat 9A, Eurobird 9A, Hot Bird 7A)","Multinational","EUTELSAT S.A.","Commercial","Communications",35775,35799,4100,2006-03-11,15.000000,
"Eutelsat KA-SAT 9A (KA-SAT)","Multinational","EUTELSAT S.A.","Commercial","Communications",35714,35856,6150,2010-12-26,15.000000,
"Eutelsat Konnect","Multinational","EUTELSAT S.A.","Commercial","Communications",35700,35700,3618,2020-01-16,15.000000,
